Date,Open,High,Low,Close,Volume,20 Day Moving Average,10 Day Moving Average,5 Day Moving Average,MACD Line,MACD Signal Line,MACD Histogram,Relative Strength (RS),Relative Strength Index (RSI),Upper Bollinger Band,Lower Bollinger Band,Stochastic Oscillator,Moving Average Stochastic Oscillator,On-Balance Volume,Accumulation/Distribution Line,Directional Index,Average Directional Index ,Tenkan-sen (Conversion Line),Kijun-sen (Base Line),Volume Weighted Average Price,Stop and Reverse (SAR),Acceleration Factor,Extreme Point,Rate of Change,20-day Chaikin Money Flow,Williams R Percent,Aroon Up Indicator,Aroon Down Indicator,Relative Vigor Index,Signal Line (Relative Vigor Index),Money Flow Index,Pivot Point,First Resistance,First Support,Second Resistance,Second Support
8/6/2025,333.6,335.4,331.6,332.1,13872826,338.11,334.13,332.57,-1.538400359,-0.6684489758,-0.8699513827,0.5046948357,33.54134165,347.1388194,329.0811806,29.16666667,31.30218369,-74535142,-23799584.53,14.61045812,14.06837731,335.825,334,353.2783354,340.2878823,0.02,331.6,-3.078943528,-0.1033120008,-70.83333333,-748,-676,-0.1231884058,-0.1813758574,24.99912397,333.0333333,334.4666667,330.6666667,336.8333333,329.2333333
8/7/2025,332.1,332.45,328.65,329.75,8731389,337.525,333.215,331.67,-1.839880085,-0.9027351976,-0.9371448873,0.4653679654,31.7577548,347.1397639,327.9102361,15.17857143,27.11315258,-83266531,-27475958.84,22.79256247,14.6915334,336.025,334,353.2119126,340.1141247,0.02,328.65,-3.610055539,-0.09068523503,-84.82142857,-756,-684,-0.09013605442,-0.1728595824,24.53259495,330.2833333,331.9166667,328.1166667,334.0833333,326.4833333
8/8/2025,330,337.5,329.65,334.75,11247218,337.1275,333.37,332.44,-1.656254456,-1.053439049,-0.6028154071,0.6984478936,41.1227154,346.4956136,327.7593864,44.94047619,29.76190476,-72019313,-24108957.28,4.35773705,13.95340508,337,334,353.1405687,339.8848422,0.02,337.5,-1.99092373,-0.117888459,-55.05952381,-764,-692,0.086846543,-0.128372459,32.56416521,333.9666667,338.2833333,330.4333333,341.8166667,326.1166667
8/11/2025,335,339.1,333.95,336.15,11993280,336.83,333.69,333.27,-1.381832617,-1.119117763,-0.2627148541,0.7848970252,43.97435897,345.906598,327.753402,53.27380952,37.79761905,-60026033,-25855551.45,0.7274778468,13.008696,339.15,334,353.074654,339.8371453,0.02,339.1,-1.378905677,-0.1177666339,-46.72619048,-772,-700,0.116838488,-0.08299556459,40.22573508,336.4,338.85,333.7,341.55,331.25
8/12/2025,336.25,341.85,335.75,340.1,7221182,336.735,334.24,334.57,-0.835982656,-1.062490741,0.2265080855,0.8649885584,46.3803681,345.6215422,327.8484578,78.65853659,58.95760743,-52804851,-22777670.6,8.940574922,12.71811592,339.25,334,353.0419175,339.8224024,0.02,341.85,-0.8599329544,-0.08247440559,-21.34146341,-780,-708,0.1404886562,-0.04633418525,41.21953733,339.2333333,342.7166667,336.6166667,345.3333333,333.1333333
8/13/2025,340.3,343,339.15,339.95,5417151,336.61,334.355,336.14,-0.4107613742,-0.932144868,0.5213834939,1.058823529,51.42857143,345.2242232,327.9957768,80.69620253,70.87618288,-58222002,-25943538.07,12.21146197,12.68192635,338.05,334,353.0200585,339.8629544,0.02,339.15,0.3098259073,-0.105969433,-19.30379747,-784,-716,0.07594936709,-0.0254632218,46.85713633,340.7,342.25,338.4,344.55,336.85
8/14/2025,339.95,340.45,336.3,339.35,5689423,336.445,334.865,338.06,-0.1207930038,-0.7698744952,0.6490814914,1.482352941,59.71563981,344.6906304,328.1993696,76.89873418,78.75115776,-63911425,-23270194.73,2.395080279,11.94715163,336.525,334,352.9934707,339.8486953,0.02,336.3,1.845738295,-0.06792664358,-23.10126582,-784,-724,0.1053719008,-0.002283362711,47.63656986,338.7,341.1,336.95,342.85,334.55
8/18/2025,341.45,341.8,335.45,336.05,6511340,336.1425,335.38,338.32,-0.1554811125,-0.6469958187,0.4915147061,1.196202532,54.46685879,343.946701,328.338299,56.01265823,71.20253165,-70422765,-28551045.28,6.564721544,11.56269234,335.675,334,352.9611838,339.7777214,0.02,335.45,0.9310707313,-0.0964756153,-43.98734177,-792,-732,0.03585657371,0.01572289552,46.87997747,337.7666667,340.0833333,333.7333333,344.1166667,331.4166667
8/19/2025,338.9,340.65,334.15,335.05,10316115,335.8175,335.685,338.1,-0.2606586209,-0.5697283791,0.3090697582,1.026785714,50.66079295,343.2037087,328.4312913,49.6835443,60.8649789,-80738880,-36010389.97,2.043990357,10.88278506,335.675,337.025,352.9064596,339.691167,0.02,334.15,0.134488942,-0.1455553521,-50.3164557,-788,-740,-0.06225296443,0.02059045035,45.82903655,336.6166667,339.0833333,332.5833333,343.1166667,330.1166667
8/20/2025,337.8,343.4,336.5,342,10824544,335.875,336.525,338.48,0.2143237714,-0.412917949,0.6272417204,1.19047619,54.34782609,343.4418599,328.3081401,91.35802469,65.68474241,-69914336,-29578414.55,10.67646219,10.86804771,335.675,337.225,352.8634929,339.5803436,0.02,343.4,0.9445100354,-0.09293054753,-8.641975309,-796,-748,-0.001836547291,0.02839375569,45.12510122,340.6333333,344.7666667,337.8666667,347.5333333,333.7333333
8/21/2025,342.35,344.35,336.9,338.8,11135121,335.6625,337.195,338.25,0.3287478819,-0.2645847828,0.5933326647,1.294498382,56.41748942,342.5928964,328.7321036,67.63848397,69.56001765,-81049457,-35033876.52,13.51200057,11.05690148,335.675,337.225,352.8173933,339.6567368,0.02,336.9,1.361256545,-0.1309859012,-32.36151603,-804,-756,-0.03700516351,0.03701207991,44.3007796,340.0166667,343.1333333,335.6833333,347.4666667,332.5666667
8/22/2025,338.5,338.9,335.5,337,8534844,335.5675,337.92,337.78,0.2710602433,-0.1574557776,0.4285160209,1.438848921,58.99705015,342.3617913,328.7732087,57.14285714,72.04645527,-89584301,-36037975.81,8.067550296,10.8433764,334.2,337.225,352.7743736,339.601602,0.02,335.5,1.843457238,-0.1204875265,-42.85714286,-716,-764,-0.02253032929,0.04377265243,43.77361064,337.1333333,338.7666667,335.3666667,340.5333333,333.7333333
8/25/2025,337.05,341.4,337.05,337.85,7142387,335.8,338.23,338.14,0.2905806377,-0.06784849454,0.3584291322,1.420863309,58.69242199,342.5713794,329.0286206,58.59872611,61.12668907,-82441914,-40553277.94,15.83110373,11.19964264,333.675,337.225,352.742294,339.51957,0.02,341.4,1.762048193,-0.1102331486,-41.40127389,-724,-772,-0.09686346863,0.02540165126,49.66374225,338.7666667,340.4833333,336.1333333,343.1166667,334.4166667
8/26/2025,336.15,337.4,331.75,333.2,13113388,335.8125,337.935,337.77,-0.06837723726,-0.06795424308,-0.0004229941741,0.9784366577,49.45504087,342.562617,329.062383,28.98089172,48.24082499,-95555302,-46935900.42,2.89161776,10.60621229,332.1,337.225,352.6643071,339.5571786,0.02,331.75,-0.1199040767,-0.1353555543,-71.01910828,-732,-780,-0.1709323583,-0.003375433366,41.0297469,334.1166667,336.4833333,330.8333333,339.7666667,328.4666667
8/28/2025,331.25,332.9,328.7,330.8,10486948,335.6225,337.005,335.53,-0.5402858032,-0.1624205551,-0.3778652481,0.9331619537,48.2712766,342.7212378,328.5237622,13.69426752,33.75796178,-106042250,-46935900.42,11.7335669,10.68673762,330.95,337.225,352.5913398,339.401035,0.02,328.7,-0.3914483589,-0.162953003,-86.30573248,-740,-788,-0.2585227273,-0.04327657171,42.1232178,330.8,332.9,328.7,335,326.6
8/29/2025,331,331.5,327,327.55,11813425,335.06,335.765,333.28,-1.163116893,-0.3625598226,-0.8005570701,0.8918918919,47.14285714,342.8480205,327.2719795,3.170028818,15.28172935,-117855675,-55861599.31,16.30771761,11.08823619,330.95,337.225,352.5017964,339.1870143,0.02,327,-0.6671721001,-0.2300604996,-96.82997118,-748,-728,-0.3133769878,-0.08220920721,41.17086944,328.6833333,330.3666667,325.8666667,333.1833333,324.1833333
9/1/2025,328,331.6,328,330.7,6897558,334.8825,334.9,332.02,-1.386553024,-0.5673584629,-0.8191945611,0.800982801,44.47476126,342.9064953,326.8585047,21.32564841,12.72998158,-110958117,-52412820.31,15.92714652,11.43387264,330.95,337.225,352.452915,338.943274,0.02,331.6,-1.209858103,-0.1829414222,-78.67435159,-756,-736,-0.2542533081,-0.1181717281,39.13321767,330.1,332.2,328.6,333.7,326.5
9/2/2025,331.1,338.25,331.1,336.3,9224639,335.1525,334.925,331.71,-1.099085001,-0.6737037706,-0.4253812306,1.007371007,50.18359853,342.9730852,327.3319148,53.60230548,26.0326609,-101733478,-48219802.58,6.081147305,11.05153512,330.95,337.225,352.4027625,338.7964085,0.02,338.25,0.04462293619,-0.1324640975,-46.39769452,-764,-744,-0.0530726257,-0.127064648,37.76002912,335.2166667,339.3333333,332.1833333,342.3666667,328.0666667
9/3/2025,336.5,338,333.5,334.25,10778333,335.265,334.845,331.92,-1.024868345,-0.7439366855,-0.2809316596,0.7388392857,42.49037227,342.9583396,327.5716604,41.78674352,38.90489914,-112511811,-55405357.91,6.081147305,10.69650742,330.825,337.225,352.3446444,338.7854804,0.02,333.5,-1.720082329,-0.1929665758,-58.21325648,-772,-752,-0.02417794971,-0.1232571466,39.44723512,335.25,337,332.5,339.75,330.75
9/4/2025,333.5,334.9,329.3,330.05,7934237,335.0875,333.65,331.77,-1.290084716,-0.8531662916,-0.4369184244,0.6257088847,38.48837209,343.099785,327.075215,17.57925072,37.6560999,-120446048,-61214352.86,6.869465961,10.42314731,329.725,337.225,352.2925757,338.6797708,0.02,329.3,-2.91219297,-0.2521998194,-82.42074928,-780,-760,-0.1765873016,-0.140732222,34.51786993,331.4166667,333.5333333,327.9333333,337.0166667,325.8166667
9/5/2025,330.05,331.8,325.95,328.7,5678244,334.9175,332.64,332,-1.590865808,-1.000706195,-0.5901596128,0.6084558824,37.82857143,343.330915,326.504085,14.94565217,24.7705488,-126124292,-61554076.86,15.7087082,10.80068738,330.55,337.225,352.2508496,338.4921753,0.02,325.95,-3.138352733,-0.2089453333,-85.05434783,-788,-748,-0.137295082,-0.1507612138,34.5652379,328.8166667,331.6833333,325.8333333,334.6666667,322.9666667
9/8/2025,328.75,330.95,326.35,326.7,5239184,334.765,331.61,331.2,-1.967935144,-1.194151985,-0.7737831591,0.638996139,38.98704358,343.6690558,325.8609442,4.076086957,12.20032995,-131363476,-65995993.73,15.7087082,11.15126029,330.625,337.225,352.2111441,338.2413318,0.02,325.95,-2.782324059,-0.217383452,-95.92391304,-796,-756,-0.145,-0.1630081809,34.9502177,328,329.65,325.05,332.6,323.4
9/9/2025,327.6,328.15,323.65,324.1,9735495,334.2325,330.235,328.76,-2.448340633,-1.444989714,-1.003350919,0.6018181818,37.57094211,344.3336867,324.1313133,2.173913043,7.065217391,-141098971,-73784389.73,22.57747247,11.9674183,331.575,337.225,352.1295177,337.9955052,0.02,323.65,-3.26816893,-0.2827498805,-97.82608696,-804,-756,-0.2303090728,-0.1763527413,35.19938732,325.3,326.95,322.45,329.8,320.8
9/10/2025,325.5,328.05,325.15,325.65,6509477,333.7075,329.48,327.04,-2.673178659,-1.690627503,-0.9825511559,0.4054545455,28.84864166,344.4595512,322.9554488,9.661835749,5.30394525,-134589494,-78049219.49,22.57747247,12.72527932,332.75,337.975,352.0772054,337.7085951,0.02,328.05,-4.780701754,-0.306655331,-90.33816425,-812,-764,-0.1782700422,-0.1770865097,32.74688578,326.2833333,327.4166667,324.5166667,329.1833333,323.3833333
9/11/2025,326.45,333.5,326,331.05,10309925,333.255,329.505,327.24,-2.388101002,-1.830122203,-0.5579787993,0.6810699588,40.51407589,343.6294068,322.8805932,41.69014085,17.84196321,-124279569,-74475112.15,2.940129802,12.02634007,335.05,338.4,352.0072456,337.5154232,0.02,333.5,-2.287485242,-0.2983259919,-58.30985915,-820,-772,-0.06706114398,-0.1579403514,41.37098561,330.1833333,334.3666667,326.8666667,337.6833333,322.6833333
9/12/2025,332,333.5,328.4,331.7,5257048,332.8425,329.92,327.84,-2.085682884,-1.881234339,-0.2044485446,0.7644444444,43.32493703,342.741212,322.943788,45.35211268,32.23469642,-119022521,-72928921.56,2.940129802,11.37732505,339.4,339.6,351.9733986,337.4351147,0.02,333.5,-1.572700297,-0.2713852534,-54.64788732,-828,-780,-0.004873294347,-0.127089982,46.92863175,331.2,334,328.9,336.3,326.1
9/15/2025,331,333.8,330.65,331.1,6566824,332.43,329.96,328.72,-1.872840393,-1.87955555,0.006715156621,0.7077922078,41.44486692,341.8635571,322.9964429,51.02739726,46.02321693,-125589345,-77619510.14,1.897976199,10.7002287,340.725,340.725,351.9325912,337.3564124,0.02,330.65,-1.997928075,-0.3123360957,-48.97260274,-836,-788,-0.05604719764,-0.107269371,46.60601166,331.85,333.05,329.9,335,328.7
9/16/2025,331.2,335.8,331.2,335.05,8784889,332.38,329.835,330.91,-1.369640831,-1.777572606,0.4079317753,1.100271003,52.38709677,341.7431079,323.0168921,78.08219178,58.15390057,-116804456,-71699258.85,5.006553349,10.2935376,341,341,351.8841203,337.2222842,0.02,335.8,0.5552220888,-0.2447672513,-21.91780822,-844,-796,-0.08695652174,-0.1106577606,56.0779303,334.0166667,336.8333333,332.2333333,338.6166667,329.4166667
9/17/2025,335.5,337.45,334.55,336.4,7936518,332.4475,330.05,333.06,-0.8520954093,-1.592477167,0.7403817576,1.348909657,57.4270557,341.9105848,322.9844152,87.32876712,72.14611872,-108867938,-69509874.58,10.40057152,10.30118288,342.45,341,351.8457162,337.1938385,0.02,337.45,1.69286578,-0.19263313,-12.67123288,-852,-804,-0.02248394004,-0.1104883596,64.43525377,336.1333333,337.7166667,334.8166667,339.0333333,333.2333333
9/18/2025,337,337.6,334.1,336.95,6497322,332.195,330.74,334.24,-0.3930259717,-1.352586928,0.9595609562,1.734375,63.42857143,340.8169976,323.5730024,91.09589041,85.50228311,-102370616,-65425843.61,8.589564624,10.17892444,342.45,341,351.8145814,337.1989617,0.02,337.6,2.869790872,-0.2113947143,-8.904109589,-860,-812,0.05269058296,-0.08756057117,73.64562829,336.2166667,338.3333333,334.8333333,339.7166667,332.7166667
9/19/2025,336.95,339.5,336.45,338.65,10646331,332.1875,331.735,335.63,0.1067352797,-1.060722486,1.167457766,1.62109375,61.84798808,340.7855337,323.5894663,94.63722397,91.02062717,-91724285,-60713533.16,14.93451101,10.51860919,343.625,341,351.770285,337.2069825,0.02,339.5,2.403991533,-0.1518724338,-5.362776025,-868,-820,0.1291866029,-0.06091240269,74.59043614,338.2,339.95,336.9,341.25,335.15
9/22/2025,339.15,340.35,336.85,339.2,6966213,332.2975,332.985,337.25,0.5409444051,-0.7403891081,1.281333513,1.2265625,55.0877193,341.2054784,323.3895216,93.11377246,92.94896228,-84758072,-58325117.28,17.68715349,11.03064807,343.625,341,351.7427309,337.2528428,0.02,340.35,0.8623253048,-0.133042958,-6.886227545,-876,-828,0.1842751843,-0.02798488426,74.07643446,338.8,340.75,337.25,342.3,335.3
9/23/2025,339.45,344.1,338.1,343,10738268,332.555,334.875,338.84,1.178106034,-0.3566900796,1.534796114,1.813953488,64.46280992,342.3884499,322.7215501,94.62102689,94.12400777,-74019804,-51524214.21,28.65577947,12.28958603,343.225,341,351.7100598,337.314786,0.02,344.1,2.617801047,-0.06411467921,-5.378973105,-884,-836,0.3447867299,0.029524696,74.11661923,341.7333333,345.3666667,339.3666667,347.7333333,335.7333333
9/24/2025,343.3,350.4,342.25,347.6,14653575,333.275,337.07,341.08,2.030832598,0.1208144559,1.910018142,3.679389313,78.62969005,345.1947095,321.3552905,89.53271028,92.42250321,-59366229,-46939353.32,42.5148535,14.4485337,343.225,341,351.688065,337.4504903,0.02,350.4,5.317376155,-0.00001999893365,-10.46728972,-800,-844,0.3940990516,0.08676160538,82.5511904,346.75,351.25,343.1,354.9,338.6
9/25/2025,349.3,350.8,340,340.5,13228081,333.76,338.015,341.79,2.109398053,0.5185311753,1.590866878,1.959349593,66.20879121,346.0396194,321.4803806,62.0626151,82.07211743,-72594310,-58942612.01,32.60723471,15.74558378,341.55,341,351.6564819,337.7094805,0.02,340,3.589899605,-0.06845503849,-37.9373849,-804,-852,0.1044334975,0.1039110695,77.20407381,343.7666667,347.5333333,336.7333333,354.5666667,332.9666667
9/26/2025,340.5,340.75,336.45,337.9,6337702,334.2775,338.635,341.64,1.939506053,0.8027261508,1.136779902,1.868217054,65.13513514,346.325364,322.229636,52.48618785,68.02717108,-78932012,-61006049.87,18.59792414,15.94932237,337.475,339.85,351.6311436,337.7552909,0.02,336.45,3.42822161,-0.0302757457,-47.51381215,-812,-860,0.06006006006,0.110404405,76.41732894,338.3666667,340.2833333,335.9833333,342.6666667,334.0666667
9/29/2025,339.1,343.75,338,340.95,16922231,334.79,339.62,341.99,2.027601995,1.04770132,0.9799006752,2.63592233,72.49666222,347.0669617,322.5130383,61.59844055,58.71574783,-62009781,-60564600.36,25.73786419,16.64850393,337.475,337.3,351.5767905,337.729185,0.02,343.75,5.19901265,-0.04530162593,-38.40155945,-820,-868,0.09039010466,0.1250481352,84.93069436,340.9,343.8,338.05,346.65,335.15
9/30/2025,341.1,343.05,339.15,340.45,8308029,334.9975,340.16,341.48,2.033630417,1.244887139,0.7887432777,2.37037037,70.32967033,347.5197528,322.4752472,58.26612903,57.45025247,-70317810,-63333943.36,25.73786419,17.29774395,337.35,335.425,351.5502653,337.8496013,0.02,339.15,4.544756641,-0.08442336971,-41.73387097,-828,-876,0.004821600771,0.1342259475,78.88981232,340.8833333,342.6166667,338.7166667,344.7833333,336.9833333
10/1/2025,340.3,343.05,338.05,340.25,6022078,335.2975,340.545,340.01,1.999223848,1.395754481,0.6034693672,1.836363636,64.74358974,348.0300722,322.5649278,52.90178571,57.5887851,-76339888,-64056592.72,21.21657897,17.57766074,337.35,335.425,351.5303428,337.8756093,0.02,338.05,2.779036399,-0.04964223251,-47.09821429,-836,-884,-0.01297497683,0.1351768438,73.55167382,340.45,342.85,337.85,345.45,335.45
10/3/2025,340.25,343.5,338.75,342,8506827,335.895,341.05,340.31,2.089085096,1.534420604,0.5546644925,1.936363636,65.94427245,348.7120076,323.0779924,56.32754342,55.83181939,-67833061,-60922498.56,22.44517514,17.92534034,337.35,335.425,351.5047664,337.8790971,0.02,343.5,3.105215556,0.001669224322,-43.67245658,-844,-892,0.01992753623,0.1319005391,74.23650488,341.4166667,344.0833333,339.3333333,346.1666667,336.6666667
10/6/2025,340.6,341.8,335.65,339.1,8436245,336.415,341.095,340.55,1.90434294,1.608405071,0.2959378685,1.601503759,61.56069364,348.8408262,323.9891738,40.30612245,49.84515053,-76269306,-59893688.2,9.748060486,17.34124892,337.1,335.425,351.4731088,337.9915152,0.02,335.65,2.416188463,0.009348916169,-59.69387755,-852,-900,-0.03602058319,0.1153798205,68.35197127,338.85,342.05,335.9,345,332.7
10/7/2025,339.1,341.4,336.85,338,16130172,336.98,340.975,339.96,1.650150732,1.616754203,0.03339652865,1.204861111,54.64566929,348.5435726,325.4164274,23.35329341,39.9956531,-92399478,-67870146.88,9.748060486,16.79887832,337.7,335.425,351.4125419,337.9446849,0.02,335.65,0.8804656021,-0.009942813087,-76.64670659,-860,-908,-0.0547598989,0.09147631218,58.66341248,338.75,340.65,336.1,343.3,334.2
10/8/2025,339.25,339.25,332.3,333.8,13223442,337.465,340.055,338.63,1.097149421,1.512833247,-0.4156838256,0.8602150538,46.24277457,347.4614783,327.4685217,8.108108108,23.92250799,-105622920,-75385628.3,6.717696329,16.07879389,337.825,335.425,351.3491939,337.8987912,0.02,332.3,-0.7728894174,-0.008340601071,-91.89189189,-868,-916,-0.2031509121,0.03668254799,51.24347528,335.1166667,337.9333333,330.9833333,342.0666667,328.1666667
10/9/2025,333.8,336.4,331.2,335.85,6824759,337.975,338.88,337.75,0.8149159223,1.373249782,-0.5583338596,0.9408602151,48.47645429,346.3413172,329.6086828,23.7244898,18.39529711,-98798161,-70004568.32,10.2244782,15.66062848,337.825,335.425,351.3154235,337.7868154,0.02,336.4,-0.3264579314,0.04183462539,-76.2755102,-876,-924,-0.2528334786,-0.02801070504,46.77336762,334.4833333,337.7666667,332.5666667,339.6833333,329.2833333
10/10/2025,336,341.95,335.95,339.7,8970962,338.4075,338.8,337.29,0.8916285266,1.276925531,-0.3852970042,1.056451613,51.37254902,346.1365481,330.6784519,43.36734694,25.06664828,-89827199,-67761827.82,8.471593784,15.147126,340.2,335.425,351.2836198,337.7590791,0.02,341.95,0.3100546287,0.03515590519,-56.63265306,-884,-932,-0.03805899144,-0.04225995394,46.17299495,339.2,342.45,336.45,345.2,333.2
10/13/2025,337.95,342.1,336.2,341.7,6663149,338.9075,339.18,337.81,1.101114145,1.241763254,-0.1406491086,1.134408602,53.14861461,346.0835768,331.7314232,53.57142857,40.22108844,-83164050,-62002156.65,8.92124149,14.70241997,340.2,335.425,351.2616624,337.8428975,0.02,342.1,0.7370283019,0.05680265884,-46.42857143,-892,-940,0.08033240997,-0.04023271895,46.06970918,340,343.8,337.9,345.9,334.1
10/14/2025,342,343,335.2,336.65,7545848,339.185,338.75,337.54,0.8498437419,1.163379351,-0.3135356094,0.7315010571,42.24664225,345.4628726,332.9071274,27.80612245,41.58163265,-90709898,-66742497.06,5.210431579,14.0244208,340.2,335.425,351.2331244,337.9280395,0.02,335.2,-1.851311953,0.05625770402,-72.19387755,-900,-948,-0.05071174377,-0.05434290379,39.5275797,338.2833333,341.3666667,333.5666667,346.0833333,330.4833333
10/15/2025,336.95,341.75,336.75,339.25,8121744,339.395,338.63,338.63,0.8507020444,1.10084389,-0.2501418456,0.6469344609,39.28112965,345.3638578,333.4261422,41.07142857,40.81632653,-82588154,-66742497.06,5.210431579,13.39485014,340.975,335.425,351.2048307,337.8734787,0.02,341.75,-2.402186421,0.0257254243,-58.92857143,-908,-952,0.001745200698,-0.0546505438,36.46338173,339.25,341.75,336.75,344.25,334.25
10/16/2025,340.2,342.6,339.65,341.5,6788416,339.65,338.755,339.76,1.021167073,1.084908527,-0.06374145365,1.060422961,51.46627566,345.5149718,333.7850282,82.07171315,50.31642139,-75799738,-65016628.59,8.290488878,13.03025291,343.65,335.425,351.1852234,337.9510092,0.02,342.6,0.2936857562,0.02345957962,-17.92828685,-916,-956,0.02624434389,-0.05072861173,43.63078104,341.25,342.85,339.9,344.2,338.3
10/17/2025,341.5,344.2,340.15,341,7032129,339.8525,338.655,340.02,1.103199023,1.088566626,0.01463239729,1.214532872,54.84375,345.6035159,334.1014841,75.38461538,66.17591903,-82831867,-69096999.74,13.95802578,13.0965224,343.65,335.425,351.1660795,338.043989,0.02,340.15,0.9174311927,-0.0191140144,-24.61538462,-924,-960,-0.01466544455,-0.0541879098,48.84482586,341.7833333,343.4166667,339.3666667,345.8333333,337.7333333
10/20/2025,341.4,344.45,340.3,341.95,6896835,340.0175,338.94,340.07,1.230680477,1.116989396,0.1136910808,1.069204152,51.6722408,345.8124411,334.2225589,81.13207547,79.529468,-75935032,-70509604.5,14.84355362,13.22131034,342.8,335.425,351.1482763,338.0861092,0.02,344.45,0.2932981376,-0.05201913093,-18.86792453,-932,-964,0.02378686965,-0.04820716452,44.54177937,342.2333333,344.1666667,340.0166667,346.3833333,338.0833333
10/21/2025,342.95,343.5,341.05,342,346988,340.1575,339.34,341.14,1.320522864,1.15769609,0.1628267742,1.111111111,52.63157895,346.0043413,334.3106587,81.50943396,79.34204161,-75588044,-70587499.76,14.84355362,13.33718486,341.7,335.425,351.1473775,338.213387,0.02,344.45,0.4552797768,-0.06748790619,-18.49056604,-940,-968,0.02775024777,-0.03995614985,47.73846505,342.1833333,343.3166667,340.8666667,344.6333333,339.7333333
10/23/2025,343.8,345.2,341.05,342.65,8710859,340.14,340.225,341.82,1.427715357,1.211699943,0.2160154136,1.174545455,54.01337793,345.9530162,334.3269838,81.78571429,81.47574124,-66877185,-72581551.82,21.23641933,13.9014159,339.85,335.425,351.1268385,338.3381193,0.02,345.2,0.7053637032,-0.1172000294,-18.21428571,-948,-912,0.1196222455,-0.007678834087,54.29447088,342.9666667,344.8833333,340.7333333,347.1166667,338.8166667
10/24/2025,342.45,343.25,338.15,339.6,7584711,339.74,340.6,341.44,1.252122975,1.219784549,0.03233842571,0.8571428571,46.15384615,344.3727893,335.1072107,60,74.43171608,-74461896,-75853387.94,6.542587897,13.37578532,337.3,335.425,351.1032944,338.4753569,0.02,338.15,-0.701754386,-0.1675193072,-40,-956,-920,0.01682439537,0.01928695331,47.19167325,340.3333333,342.5166667,337.4166667,345.4333333,335.2333333
10/27/2025,340.7,342.9,340.45,341.75,6752390,339.8025,340.805,341.59,1.27179136,1.230185912,0.04160544869,1.190647482,54.35139573,344.511559,335.093441,75.35714286,72.38095238,-67709506,-75439976.31,6.542587897,12.88769979,335.425,335.425,351.0850692,338.4688497,0.02,342.9,0.7814803893,-0.09930662489,-24.64285714,-964,-928,-0.04204545455,0.018888307,53.97140397,341.7,342.95,340.5,344.15,339.25
10/28/2025,342.4,342.9,337.3,339.15,13186584,339.865,340.55,341.03,1.065300308,1.197208791,-0.1319084833,1.074675325,51.79968701,344.5003448,335.2296552,56.78571429,64.04761905,-80896090,-79913995.88,7.56972283,12.5078443,335.425,335.425,351.0424531,338.5574728,0.02,337.3,0.3402366864,-0.1093106623,-43.21428571,-972,-936,-0.2025171625,-0.009396650241,55.41046411,339.7833333,342.2666667,336.6666667,345.3833333,334.1833333
10/29/2025,339.25,350,339.15,347.5,15423201,340.1925,341.635,342.13,1.55747626,1.269262285,0.2882139752,2.223214286,68.97506925,345.9422162,334.4427838,86.70212766,72.94832827,-65472889,-71598260.78,18.60148877,12.94310462,335.425,335.425,351.018336,338.5323233,0.02,350,4.104254044,-0.06434545407,-13.29787234,-980,-944,0.1016042781,0.005834951943,68.19840775,345.55,351.95,341.1,356.4,334.7
10/30/2025,349,349,343.45,345.15,6721032,340.4275,342.225,342.63,1.737870795,1.362983987,0.3748868083,1.686346863,62.77472527,346.5908445,334.2641555,67.22972973,70.23919056,-72193921,-74201903.8,18.60148877,13.34727491,334.925,334.925,351.0084973,338.7616768,0.02,343.45,2.769093345,-0.06397118519,-32.77027027,-988,-952,-0.02959830867,0.002700601007,74.2684417,345.8666667,348.2833333,342.7333333,351.4166667,340.3166667
10/31/2025,345,345,335.6,336.95,18651312,340.2625,341.77,342.1,1.205269695,1.331441128,-0.1261714331,0.8735632184,46.62576687,346.6194999,333.9055001,11.82432432,55.25206057,-90845233,-87495924.06,9.600536977,13.07965077,332.925,331.425,350.9461561,338.8554433,0.02,335.6,-0.8095378275,-0.1284223039,-88.17567568,-996,-960,-0.2,-0.01992383338,60.93483404,339.1833333,342.7666667,333.3666667,348.5833333,329.7833333
11/3/2025,336.85,337.5,333.4,335.2,10242245,339.9225,341.19,340.79,0.6346532246,1.192083548,-0.5574303231,0.7234042553,41.97530864,346.6071623,333.2378377,10.84337349,29.96580918,-101087478,-88744978.33,15.65385004,13.26352215,329.175,326.525,350.9011831,338.7903344,0.02,333.4,-1.902253439,-0.1510014832,-89.15662651,-916,-968,-0.2211895911,-0.04057624804,53.89098328,335.3666667,337.3333333,333.2333333,339.4666667,331.2666667
11/4/2025,335.4,336,329.7,330.6,11887651,339.4975,340.055,339.08,-0.1865950442,0.9163478293,-1.102942873,0.737527115,42.44694132,347.3764844,331.6185156,4.433497537,9.033731785,-112975129,-97236157.61,24.77694094,14.08590921,328.425,325.775,350.8384015,338.6825277,0.02,329.7,-1.797118669,-0.1989429318,-95.56650246,-924,-908,-0.308310992,-0.0737860342,52.16933427,332.1,334.5,328.2,338.4,325.8
